card_txn_id,card_id,txn_date,merchant_category,amount,is_fraud,customer_id,name,city,state,occupation,annual_income_x,credit_score,txn_year,txn_month,txn_day,txn_day_of_week,txn_hour,amount_income_ratio,amount_log,avg_amount,std_amount,total_spent,txn_count,annual_income_y,total_fraud,fraud_rate,merchant_category_encoded,city_encoded,state_encoded,occupation_encoded,fraud_probability,predicted_fraud,risk_level,is_life_event
885111,53889,2026-03-04,Fund Transfer,390.08,0,52101,Karen Menon,Mumbai,Maharashtra,Self Employed,715917,399,2026,3,4,2,0,0.0005448668702281546,5.96891214263747,1580.926746987952,1812.809409011401,131216.92,83,715917,0,0.0,5,12,5,5,0.00015643069,0,Low,False
2999756,23926,2020-01-03,Fund Transfer,1127.43,0,54781,Arjun Mehta,Chandigarh,Punjab,Freelancer,1715597,685,2020,1,3,4,0,0.0006571644406207049,7.02858256509134,1832.7732075471697,1537.2051308659711,97136.98,53,1715597,1,0.018518518518518517,5,3,6,1,0.80261827,1,High,False
1732625,47187,2024-09-05,Healthcare,642.51,1,51464,Anjali Nair,Bhopal,Madhya Pradesh,Salaried - Private,1531907,773,2024,9,5,3,0,0.0004194181373816182,6.4669375669309765,1435.3401176470588,1154.8611645298631,122003.91,85,1531907,1,0.011627906976744186,7,2,4,4,0.29301745,0,Medium,False
1452569,13811,2020-03-31,Healthcare,2739.4,0,15475,Barbara Davis,Chandigarh,Punjab,Student,755762,612,2020,3,31,1,0,0.0036246812823596815,7.915859174128744,1821.4570270270272,1503.273840930862,67393.91,37,755762,0,0.0,7,3,6,6,0.00016435556,0,Low,False
1343979,10579,2020-07-08,ATM Withdrawal,425.51,0,31093,Anita Reddy,Chennai,Tamil Nadu,Business Owner,515988,857,2020,7,8,2,0,0.0008246493626802121,6.055635813315717,1839.697701149425,1893.576499375633,160053.69999999998,87,515988,0,0.0,0,4,8,0,0.00013081133,0,Low,False
393605,58935,2021-12-13,ATM Withdrawal,3771.73,0,12518,Kiran Singh,Chennai,Tamil Nadu,Freelancer,1955748,495,2021,12,13,0,0,0.0019285347966431275,8.235554156311725,1972.607004830918,1869.7914524751773,408329.65,207,1955748,0,0.0,0,4,8,1,0.00026311664,0,Low,False
1736445,50343,2019-08-25,Shopping,218.53,0,49705,Priya Johnson,Pune,Maharashtra,Salaried - Private,2046575,471,2019,8,25,6,0,0.00010677834588112047,5.391488897435831,1664.2030769230769,1588.9539103923469,86538.56,52,2046575,0,0.0,11,14,5,4,0.00010065783,0,Low,False
2424436,19665,2018-10-16,Salary Credit,180.94,0,14344,Arjun Garcia,Chandigarh,Punjab,Retired,2981187,659,2018,10,16,1,0,6.06939247038429e-05,5.203676962393915,1933.8981395348835,1856.1591901010263,166315.24,86,2981187,1,0.011494252873563218,10,3,6,2,0.59369856,1,High,False
692743,55428,2022-06-13,Fuel,2739.94,0,7551,Rohan Kapoor,Chennai,Tamil Nadu,Self Employed,187392,868,2022,6,13,0,0,0.014621357254539924,7.916056206241967,1860.1732530120482,1475.315014685461,154394.38,83,187392,0,0.0,4,4,8,5,9.3554874e-05,0,Low,False
681848,17166,2018-03-04,Shopping,751.04,0,51299,Anjali Chopra,Lucknow,Uttar Pradesh,Salaried - Government,2374973,487,2018,3,4,6,0,0.0003162308303164582,6.622789514024585,1690.8545652173912,1604.4387119345668,77779.31,46,2374973,1,0.02127659574468085,11,11,10,3,0.018090978,0,Low,False
1499546,49017,2024-07-29,Healthcare,2941.27,0,55096,Thomas Menon,Mumbai,Maharashtra,Business Owner,680381,856,2024,7,29,0,0,0.004322968567657581,7.9869366712535745,1946.620610687023,2223.864765944034,255007.3,131,680381,0,0.0,7,12,5,0,0.00020010922,0,Low,False
300371,8977,2019-06-18,Entertainment,950.4,1,33699,Barbara Chatterjee,Bhopal,Madhya Pradesh,Business Owner,1595301,563,2019,6,18,1,0,0.0005957492687904861,6.857934583998181,1927.6975,1782.08198145596,107951.06,56,1595301,1,0.017543859649122806,3,2,4,0,0.75702167,1,High,False
410267,28159,2018-01-11,Healthcare,2014.82,0,17548,Ajay Kapoor,Kolkata,West Bengal,Business Owner,1779247,595,2018,1,11,3,0,0.0011323997554022823,7.608781339490767,1470.7606,1219.5359329970813,73538.03,50,1779247,0,0.0,7,10,11,0,0.000111990346,0,Low,False
1944216,64092,2021-02-17,ATM Withdrawal,5176.08,0,39435,James Joshi,Jaipur,Rajasthan,Salaried - Private,3314577,732,2021,2,17,2,0,0.0015616105579654483,8.551996469747543,2197.3822727272727,1872.275144361724,96684.81999999999,44,3314577,1,0.022222222222222223,0,8,7,4,0.5199909,1,High,False
758872,57909,2022-06-14,Fund Transfer,2227.17,0,6145,William Davis,Ahmedabad,Gujarat,Business Owner,1850178,363,2022,6,14,1,0,0.0012037592038391962,7.708935899752153,1681.0629651162792,1927.927355073542,289142.83,172,1850178,0,0.0,5,0,1,0,0.00023601697,0,Low,False
2183561,31876,2020-12-25,Utilities,1656.09,0,58307,Amit Davis,Jaipur,Rajasthan,Self Employed,2091172,385,2020,12,25,4,0,0.0007919430864878228,7.412818330978713,1860.3465760869567,1583.8620760655256,342303.77,184,2091172,0,0.0,13,8,7,5,0.00013734469,0,Low,False
628992,13273,2019-09-22,Travel,380.67,0,11613,Amit Gupta,Kolkata,West Bengal,Retired,781091,829,2019,9,22,6,0,0.000487356162910387,5.944556360906547,1702.9257,1490.629319774783,170292.57,100,781091,0,0.0,12,10,11,2,6.7248984e-05,0,Low,False
1108866,32264,2026-04-22,Dining,2954.16,0,23258,Sanjay Malhotra,Jaipur,Rajasthan,Salaried - Government,554672,876,2026,4,22,2,0,0.005325948802267282,7.991308073890457,2163.4431782945735,2023.6858149468665,279084.17,129,554672,3,0.023076923076923078,1,8,7,3,0.005234249,0,Low,False
1797343,1551,2020-07-25,Groceries,80.37,0,58735,Priya Reddy,Hyderabad,Telangana,Retired,1088334,402,2020,7,25,5,0,7.384674755475106e-05,4.3990066547085656,2211.0878350515463,2000.5857005195724,214475.52,97,1088334,0,0.0,6,6,9,2,0.00014873833,0,Low,False
58660,15414,2018-06-10,Fund Transfer,4084.17,0,29494,Jessica Garcia,Kolkata,West Bengal,Business Owner,974403,554,2018,6,10,6,0,0.0041914544685777155,8.31511862209527,1830.6995402298853,1694.6642443089784,159270.86000000002,87,974403,1,0.011363636363636364,5,10,11,0,0.009194311,0,Low,False
2545898,62670,2024-10-24,Dining,709.37,0,13714,Barbara Malhotra,Chandigarh,Punjab,Business Owner,1258008,656,2024,10,24,3,0,0.0005638830882767929,6.56578596105653,2101.879805194805,1910.7370121713918,323689.49,154,1258008,0,0.0,1,3,6,0,0.00024438213,0,Low,False
2171428,5405,2024-06-02,Groceries,1100.96,0,44581,Rohan Joshi,Nagpur,Maharashtra,Freelancer,2902672,717,2024,6,2,6,0,0.00037929177692423504,7.004845691413431,1577.3086163522014,1736.3862996080186,250792.07,159,2902672,1,0.00625,6,13,5,1,0.021901539,0,Low,False
1655899,4042,2026-06-20,Fuel,2599.43,0,55513,Anita Smith,Bhopal,Madhya Pradesh,Self Employed,3162591,465,2026,6,20,5,0,0.0008219302394997521,7.86343209495043,1377.3396226415093,1339.120035053103,72999.0,53,3162591,0,0.0,4,2,4,5,0.00012679481,0,Low,False
506260,19414,2021-06-11,Fuel,2553.68,0,37816,Charles Martinez,Jaipur,Rajasthan,Freelancer,2016856,394,2021,6,11,4,0,0.00126616810215102,7.845682250175647,1934.8641463414635,1541.357163166564,79329.43000000001,41,2016856,1,0.023809523809523808,4,8,7,1,0.9171036,1,High,False
1248624,13197,2024-07-08,Entertainment,296.44,0,52653,Sanjay Brown,Bhopal,Madhya Pradesh,Self Employed,3131085,568,2024,7,8,0,0,9.467641578672703e-05,5.695212523973134,1873.1822857142859,1728.1723405481869,65561.38,35,3131085,0,0.0,3,2,4,5,0.00024481822,0,Low,False
2534183,52241,2021-06-04,Healthcare,1426.93,1,36915,Jennifer Williams,Nagpur,Maharashtra,Business Owner,2872623,760,2021,6,4,4,0,0.0004967339965132924,7.263981122090186,2389.6938775510203,2693.1382664899647,117095.0,49,2872623,1,0.02,7,13,5,0,0.20564793,0,Medium,False
760378,38346,2025-08-03,Utilities,200.04,0,18479,Vikram Smith,Ahmedabad,Gujarat,Self Employed,604636,806,2025,8,3,6,0,0.00033084313397956127,5.303503893235336,1715.909777777778,1426.0478058247827,77215.94,45,604636,0,0.0,13,0,1,5,7.171753e-05,0,Low,False
1996528,8169,2024-03-06,ATM Withdrawal,1438.44,0,26203,Robert Jones,Nagpur,Maharashtra,Salaried - Private,2535845,674,2024,3,6,2,0,0.0005672426480156918,7.272009428044264,1659.63816091954,1404.9216848899641,288777.04,174,2535845,1,0.005714285714285714,0,13,5,4,0.07204342,0,Low,False
609782,13241,2020-11-20,Fuel,898.52,0,57827,Robert Malhotra,Pune,Maharashtra,Salaried - Government,2932855,827,2020,11,20,4,0,0.00030636349005883686,6.801861287718167,1940.4368020304569,1873.2327391272518,382266.05,197,2932855,0,0.0,4,14,5,3,0.00014184919,0,Low,False
2582479,32305,2020-03-04,Healthcare,1722.67,0,11098,Joseph Pillai,Pune,Maharashtra,Freelancer,2608606,554,2020,3,4,2,0,0.0006603792752223696,7.452211017588164,1892.0153465346534,1915.1898559226788,191093.55,101,2608606,0,0.0,7,14,5,1,0.00031233608,0,Low,False
1026479,28019,2022-01-21,Rent,447.25,0,48663,Jennifer Smith,Pune,Maharashtra,Freelancer,369085,308,2022,1,21,4,0,0.00121177720097755,6.105351112485242,1682.0879775280898,1659.623862257089,149705.83,89,369085,0,0.0,9,14,5,1,0.00013655971,0,Low,False
105647,7400,2018-04-03,Travel,5685.68,0,23591,Rohan Garcia,Chennai,Tamil Nadu,Student,3059232,681,2018,4,3,1,0,0.0018585312070051546,8.645881877040697,1731.7284693877552,1367.180609324945,169709.39,98,3059232,0,0.0,12,4,8,6,0.0001260003,0,Low,True
1069825,8522,2022-10-05,Fund Transfer,1575.96,0,52350,Suresh Brown,Chennai,Tamil Nadu,Retired,2140742,385,2022,10,5,2,0,0.0007361743095738256,7.363254222024991,2311.0171,1988.5750808237851,231101.71,100,2140742,0,0.0,5,4,8,2,0.00022176605,0,Low,False
2836670,47821,2019-10-26,Groceries,3128.84,0,14389,Richard Nair,Delhi,Delhi,Salaried - Private,467810,673,2019,10,26,5,0,0.006688256582252234,8.048737164016757,1697.0613402061856,1643.7534077478167,164614.95,97,467810,0,0.0,6,5,0,4,0.00017085046,0,Low,False
523803,3139,2018-07-30,Healthcare,394.67,0,1989,Sanjay Sharma,Jaipur,Rajasthan,Salaried - Government,2433013,774,2018,7,30,0,0,0.00016221443855234701,5.980580530505903,1903.6107913669066,1973.352695901162,264601.9,139,2433013,0,0.0,7,8,7,3,0.00015235462,0,Low,False
902135,25701,2026-03-27,Dining,4795.64,0,19045,Elizabeth Kumar,Chennai,Tamil Nadu,Salaried - Government,1064378,374,2026,3,27,4,0,0.004505575551565749,8.47567095178159,2373.2576315789474,2666.743929354353,90183.79000000001,38,1064378,0,0.0,1,4,8,3,6.727657e-05,0,Low,False
723322,5533,2025-05-08,Insurance,1464.74,0,9758,Divya Singh,Kochi,Kerala,Salaried - Private,2678681,550,2025,5,8,3,0,0.0005468136941973702,7.290115513375205,1696.7235,1330.846826157663,135737.88,80,2678681,0,0.0,8,9,3,4,0.00062510837,0,Low,False
893945,33743,2023-09-20,Fuel,480.85,0,44674,Joseph Malhotra,Delhi,Delhi,Retired,507343,651,2023,9,20,2,0,0.0009477790217288467,6.177632862297297,1902.0850943396226,1748.3663757013755,100810.51,53,507343,0,0.0,4,5,0,2,0.00028340687,0,Low,False
2085416,11668,2021-10-30,Fuel,1135.49,0,47152,William Smith,Pune,Maharashtra,Retired,1459087,429,2021,10,30,5,0,0.0007782189970721437,7.03569984430976,1653.7921951219512,2031.0656266606852,67805.48,41,1459087,0,0.0,4,14,5,2,0.00014197557,0,Low,False
960530,6076,2022-09-21,Utilities,3744.3,0,37430,Anita Smith,Hyderabad,Telangana,Retired,2553358,769,2022,9,21,2,0,0.001466421290543163,8.22825699955202,1901.2443809523809,2116.132878882229,199630.66,105,2553358,0,0.0,13,6,9,2,0.00029256367,0,Low,False
1367116,32006,2020-03-13,Insurance,1339.28,0,10946,Ritu Desai,Lucknow,Uttar Pradesh,Self Employed,2818453,743,2020,3,13,4,0,0.00047518249366496664,7.200633826340735,2344.619927536232,2163.7043470186254,323557.55,138,2818453,0,0.0,8,11,10,5,0.0002957041,0,Low,False
2163090,64428,2021-01-17,Groceries,950.74,0,28706,Anjali Jones,Pune,Maharashtra,Self Employed,555865,574,2021,1,17,6,0,0.0017103762417561067,6.858291888246547,2103.486707317073,1425.9294784408362,172485.91,82,555865,1,0.012048192771084338,6,14,5,5,0.014233488,0,Low,False
2111794,16484,2021-01-14,Healthcare,7592.73,0,7081,Robert Iyer,Delhi,Delhi,Self Employed,3171562,739,2021,1,14,3,0,0.002394002578539351,8.935078185774634,2239.4481818181816,2455.6589422073926,98535.72,44,3171562,0,0.0,7,5,0,5,0.00013859847,0,Low,False
698541,63147,2023-02-13,Dining,1016.33,0,31771,Manoj Martinez,Kolkata,West Bengal,Salaried - Private,2270552,750,2023,2,13,0,0,0.00044761342280933325,6.924936827190896,2105.435411764706,1949.9576950182384,178962.01,85,2270552,0,0.0,1,10,11,4,0.00020312132,0,Low,False
2880129,81,2019-08-05,Healthcare,208.0,1,15896,Priya Sharma,Kolkata,West Bengal,Student,960160,838,2019,8,5,0,0,0.00021663033595407437,5.342334251964811,1658.178679245283,1302.3093383855849,87883.47,53,960160,1,0.018518518518518517,7,10,11,6,0.012436991,0,Low,False
1252071,13501,2023-03-28,Education,287.12,0,25511,Kiran Sharma,Mumbai,Maharashtra,Salaried - Government,1997956,432,2023,3,28,1,0,0.0001437067964926172,5.663377060021162,1588.8602222222223,1627.7621052781315,71498.71,45,1997956,0,0.0,2,12,5,3,0.00027100704,0,Low,False
2707128,32507,2022-09-26,Dining,1127.84,0,38318,Suresh Singh,Pune,Maharashtra,Business Owner,861857,406,2022,9,26,0,0,0.0013086146441757226,7.02894583577186,1877.311212121212,1652.2328371113824,185853.81,99,861857,0,0.0,1,14,5,0,0.00011828905,0,Low,False
130520,48997,2025-10-30,Healthcare,225.79,0,34674,Meera Mehta,Ahmedabad,Gujarat,Self Employed,2541309,401,2025,10,30,3,0,8.884787766939098e-05,5.424024479170771,1855.4573684210527,2267.8408126351464,176268.45,95,2541309,0,0.0,7,0,1,5,8.4810315e-05,0,Low,False
1438601,52545,2022-01-19,Dining,2903.83,0,51557,William Martinez,Bengaluru,Karnataka,Self Employed,3184970,858,2022,1,19,2,0,0.0009117288666050648,7.974130147780202,1953.6835555555554,1737.6103276066394,87915.76,45,3184970,1,0.021739130434782608,1,1,2,5,0.3370659,0,High,False
2990533,29907,2018-06-28,Salary Credit,3291.62,0,7913,David Verma,Jaipur,Rajasthan,Self Employed,2166496,613,2018,6,28,3,0,0.0015193282058548893,8.099438879422529,1764.7533333333333,1734.201738420223,296478.56,168,2166496,0,0.0,10,8,7,5,0.0005878945,0,Low,False
378232,27967,2025-09-25,Salary Credit,52.95,0,21802,Anita Bose,Mumbai,Maharashtra,Student,914699,721,2025,9,25,3,0,5.788783207609053e-05,3.9880576917041437,1762.8266037735848,1779.3750746182939,93429.81,53,914699,0,0.0,10,12,5,6,0.00013796212,0,Low,False
2714137,56607,2023-07-10,Utilities,4796.49,0,45743,James Desai,Kolkata,West Bengal,Business Owner,524555,620,2023,7,10,0,0,0.009143904559284422,8.475848143460714,2225.1549999999997,1776.0122038353093,93456.51,42,524555,0,0.0,13,10,11,0,0.00011983511,0,Low,False
466267,11250,2022-11-14,Travel,158.54,0,2711,Michael Williams,Mumbai,Maharashtra,Freelancer,1989346,532,2022,11,14,0,0,7.969449271544883e-05,5.0722946744829835,1825.3182178217821,1790.7091409764992,184357.13999999998,101,1989346,0,0.0,12,12,5,1,0.00032163734,0,Low,False
2455234,23614,2021-03-30,Shopping,3448.58,0,25005,William Brown,Chennai,Tamil Nadu,Student,1836976,835,2021,3,30,1,0,0.0018773125629771086,8.14600776348416,1843.726827586207,1759.3096155873757,267340.39,145,1836976,0,0.0,11,4,8,6,0.00013085437,0,Low,False
465365,19261,2019-10-20,Utilities,829.17,0,57019,Suresh Chatterjee,Pune,Maharashtra,Business Owner,1822131,393,2019,10,20,6,0,0.00045505484783758804,6.721630499095148,2552.463846153846,2401.6203586916454,99546.09,39,1822131,0,0.0,13,14,5,0,6.774673e-05,0,Low,False
1883139,5478,2018-03-30,Entertainment,445.95,0,19040,Charles Pillai,Jaipur,Rajasthan,Freelancer,2349519,316,2018,3,30,4,0,0.00018980472607170825,6.1024467315338615,2004.5928260869564,1901.3889913686241,276633.81,138,2349519,2,0.014388489208633094,3,8,7,1,0.036917854,0,Low,False
2018571,28655,2023-06-18,Dining,3261.04,0,36626,Thomas Desai,Hyderabad,Telangana,Business Owner,2791635,570,2023,6,18,6,0,0.001168146563520459,8.090108045521472,1563.1729629629629,1358.4898510278877,84411.34,54,2791635,0,0.0,1,6,9,0,0.00012478014,0,Low,False
135072,29641,2024-05-02,Healthcare,1477.74,0,16414,Arjun Miller,Bengaluru,Karnataka,Salaried - Private,2304993,480,2024,5,2,3,0,0.0006411036210940246,7.2989456528014305,1832.0627,1904.3526633514725,183206.27,100,2304993,1,0.009900990099009901,7,1,2,4,0.7194987,1,High,False
131707,32652,2018-06-30,ATM Withdrawal,681.79,0,56460,Joseph Martinez,Indore,Madhya Pradesh,Salaried - Government,2716142,752,2018,6,30,5,0,0.000251014029820963,6.526187345236003,1903.912391304348,1765.2895500980187,87579.97,46,2716142,0,0.0,0,7,4,3,0.00018036821,0,Low,False
2279645,63976,2025-05-20,Fund Transfer,3607.31,0,6905,Ritu Gupta,Lucknow,Uttar Pradesh,Salaried - Government,1170943,568,2025,5,20,1,0,0.0030806853273939658,8.19099479766897,2213.2773958333332,2006.6402725583746,212474.63,96,1170943,0,0.0,5,11,10,3,0.00019140558,0,Low,False
648849,57848,2025-07-10,Fund Transfer,4040.31,0,15746,Arjun Nair,Indore,Madhya Pradesh,Student,3442752,433,2025,7,10,3,0,0.0011735695241569756,8.304324175820861,1986.4298000000001,1811.2783777464458,99321.49,50,3442752,1,0.0196078431372549,5,7,4,6,0.15172674,0,Medium,False
2245162,5064,2024-05-07,Rent,1803.68,0,21097,William Gupta,Jaipur,Rajasthan,Student,3154813,310,2024,5,7,1,0,0.0005717230873198863,7.498138569731522,1637.4771264367816,1660.9053168069095,142460.51,87,3154813,0,0.0,9,8,7,6,0.00020942751,0,Low,False
1106527,1028,2022-04-30,Entertainment,1372.6,0,53801,Divya Johnson,Jaipur,Rajasthan,Retired,415559,674,2022,4,30,5,0,0.003303012802002117,7.225190309583265,1954.9794318181819,1851.3571546383769,172038.19,88,415559,0,0.0,3,8,7,2,0.00028114865,0,Low,False
2456901,14889,2022-10-12,Dining,1238.98,0,24636,Anjali Nair,Hyderabad,Telangana,Student,1015808,561,2022,10,12,2,0,0.0012196977975190218,7.12285052943675,1689.3624390243904,1596.24417025526,69263.86,41,1015808,1,0.023809523809523808,1,6,9,6,0.40247956,1,High,False
1110838,7045,2020-10-02,Travel,403.04,0,17517,John Malhotra,Chandigarh,Punjab,Salaried - Government,2405028,860,2020,10,2,4,0,0.00016758217884274993,6.0015138829609835,1838.7561363636364,1862.5226482533894,80905.27,44,2405028,1,0.022222222222222223,12,3,6,3,0.17437422,0,Medium,False
1171216,47648,2021-03-23,Dining,604.09,0,25960,Kiran Mehta,Lucknow,Uttar Pradesh,Freelancer,1105991,827,2021,3,23,1,0,0.0005461974408494818,6.4053772072976995,1914.8889655172416,1623.5272093623487,277658.9,145,1105991,1,0.00684931506849315,1,11,10,1,0.052841827,0,Low,False
2306201,57518,2021-03-07,ATM Withdrawal,1325.43,0,24615,Sanjay Kapoor,Kochi,Kerala,Retired,1161571,721,2021,3,7,6,0,0.0011410657281683788,7.190246401736837,1838.9718357487923,1778.6996060631584,380667.17,207,1161571,0,0.0,0,9,3,2,0.00010319015,0,Low,False
1866643,38451,2018-01-13,Education,1550.36,0,50285,Richard Chatterjee,Kochi,Kerala,Salaried - Government,2493002,480,2018,1,13,5,0,0.0006218845304237499,7.346887244560786,1949.7096296296295,1720.651514381224,263210.8,135,2493002,1,0.007352941176470588,2,9,3,3,0.30462676,0,High,False
1579206,15777,2019-08-18,Dining,690.27,0,34496,Linda Martinez,Jaipur,Rajasthan,Self Employed,1135205,748,2019,8,18,6,0,0.000608057039867654,6.538530485510215,1764.210740740741,1786.437803694672,142901.07,81,1135205,0,0.0,1,8,7,5,8.78168e-05,0,Low,False
68701,60633,2020-12-27,Fuel,3351.73,0,9134,Richard Garcia,Chandigarh,Punjab,Freelancer,320769,447,2020,12,27,6,0,0.010449013311718677,8.117530218320853,1824.395035460993,1659.3939116817942,257239.7,141,320769,2,0.014084507042253521,4,3,6,1,0.015042452,0,Low,False
1569446,11933,2024-12-25,Travel,105.77,0,43226,Vikram Sharma,Chennai,Tamil Nadu,Business Owner,3110754,405,2024,12,25,2,0,3.400139194504228e-05,4.670676988190211,1756.9109547738692,1639.2306200460505,349625.27999999997,199,3110754,1,0.005,12,4,8,0,0.011649293,0,Low,False
306780,23366,2020-05-27,ATM Withdrawal,2679.12,0,54583,Neha Kumar,Chennai,Tamil Nadu,Retired,2726876,819,2020,5,27,2,0,0.0009824865587996817,7.8936168486218845,1718.0822222222223,1166.6768851947822,92776.44,54,2726876,0,0.0,0,4,8,2,8.2637234e-05,0,Low,False
1106931,45775,2026-05-11,Fuel,1004.28,0,1896,Thomas Pillai,Jaipur,Rajasthan,Business Owner,265559,468,2026,5,11,0,0,0.003781744238590149,6.913021388654637,1867.9430882352942,1762.4025342000723,254040.26,136,265559,1,0.0072992700729927005,4,8,7,0,0.11385713,0,Medium,False
2688655,57250,2024-03-18,Healthcare,55.75,0,24372,Anjali Brown,Delhi,Delhi,Retired,1531164,330,2024,3,18,0,0,3.641018440207293e-05,4.038655656361512,2023.5331034482758,1710.687943369997,352094.76,174,1531164,1,0.005714285714285714,7,5,0,2,0.042681858,0,Low,False
1361589,4310,2024-03-12,Insurance,349.94,0,12584,Susan Sharma,Bengaluru,Karnataka,Salaried - Private,2547920,422,2024,3,12,1,0,0.00013734334777255652,5.86061526868299,1658.6175609756099,1683.7322831333913,136006.64,82,2547920,0,0.0,8,1,2,4,0.00023845416,0,Low,False
784102,49072,2018-07-31,Groceries,1175.39,0,24565,Vikram Jones,Hyderabad,Telangana,Self Employed,209946,657,2018,7,31,1,0,0.005598508194925386,7.07020570613368,1884.218924731183,1815.8734760873422,175232.36000000002,93,209946,1,0.010638297872340425,6,6,9,5,0.17584977,0,Medium,False
300267,4718,2019-09-30,Salary Credit,2415.63,0,32039,Kavya Nair,Kochi,Kerala,Retired,1438087,586,2019,9,30,0,0,0.001679751169608536,7.790129286651715,1752.5716483516483,1851.1323549296128,159484.02,91,1438087,0,0.0,10,9,3,2,0.00035226243,0,Low,False
1355005,52532,2026-01-09,Healthcare,717.72,1,12564,Thomas Desai,Mumbai,Maharashtra,Salaried - Government,1408745,326,2026,1,9,4,0,0.0005094743836007343,6.5774718521100235,1598.1634920634922,1434.4603828259899,100684.3,63,1408745,1,0.015625,7,12,5,3,0.02479311,0,Low,False
1523492,59204,2024-11-25,Fuel,1188.21,0,23989,Ritu Verma,Indore,Madhya Pradesh,Freelancer,630356,349,2024,11,25,0,0,0.0018849794640180089,7.081044500103051,1979.5042857142857,1847.7631147921165,207847.95,105,630356,1,0.009433962264150943,4,7,4,1,0.067256026,0,Low,False
1352979,10264,2019-01-11,Fund Transfer,3474.96,0,41714,Michael Bose,Nagpur,Maharashtra,Salaried - Government,2558500,561,2019,1,11,4,0,0.0013582015406677582,8.153625978839209,1873.5777777777778,1598.6742881282044,84311.0,45,2558500,0,0.0,5,13,5,3,0.0003009384,0,Low,False
2120365,38486,2018-06-02,Rent,592.85,0,57508,Elizabeth Mehta,Delhi,Delhi,Student,1036200,393,2018,6,2,5,0,0.000572138031134886,6.386626762220249,1802.4964335664336,1816.7025491879297,257756.99,143,1036200,1,0.006944444444444444,9,5,0,6,0.11137467,0,Medium,False
31335,35047,2026-02-02,Fund Transfer,589.37,0,31977,Joseph Miller,Chandigarh,Punjab,Salaried - Private,2610618,821,2026,2,2,0,0,0.00022575871852614264,6.380749458987108,2332.584,2164.851363945494,198269.63999999998,85,2610618,0,0.0,5,3,6,4,7.852493e-05,0,Low,False
145003,51242,2025-10-09,Utilities,154.01,0,43875,James Iyer,Delhi,Delhi,Salaried - Private,2453045,484,2025,10,9,3,0,6.278316835477198e-05,5.043489630967203,1834.410808080808,1796.712367974349,181606.66999999998,99,2453045,0,0.0,13,5,0,4,0.0001321256,0,Low,False
1795196,46669,2021-05-19,Rent,153.46,0,44014,Anita Brown,Kolkata,West Bengal,Salaried - Government,2095564,820,2021,5,19,2,0,7.323084705079538e-05,5.039935163141118,1859.775496183206,1864.7217398022417,243630.59,131,2095564,2,0.015151515151515152,9,10,11,3,0.047274385,0,Low,False
968659,54121,2019-08-15,Education,1521.08,0,59514,Barbara Sharma,Chennai,Tamil Nadu,Retired,2930728,494,2019,8,15,3,0,0.0005190107990196295,7.327833099458147,1800.7898876404493,1553.2610462840419,160270.3,89,2930728,1,0.011111111111111112,2,4,8,2,0.5481284,1,High,False
422454,51034,2022-07-05,ATM Withdrawal,129.78,0,17922,Thomas Menon,Delhi,Delhi,Salaried - Private,465748,391,2022,7,5,1,0,0.0002786479412730892,4.87351652213313,2002.9180291970804,1875.5877236172096,274399.77,137,465748,0,0.0,0,5,0,4,0.00027454286,0,Low,False
1003289,13298,2025-02-27,ATM Withdrawal,5557.58,0,4461,Deepak Chopra,Kolkata,West Bengal,Self Employed,1221915,348,2025,2,27,3,0,0.004548250452567934,8.623097958942143,2387.609255319149,1997.8736530606889,224435.27,94,1221915,0,0.0,0,10,11,5,0.00012222423,0,Low,False
2729112,5712,2019-01-06,Entertainment,219.66,0,1850,David Martinez,Hyderabad,Telangana,Retired,957810,312,2019,1,6,6,0,0.00022933543256446209,5.39662305533216,1982.8840229885059,1927.1493735243996,172510.91,87,957810,0,0.0,3,6,9,2,0.00012306392,0,Low,False
1044123,15610,2026-05-24,Fuel,1962.42,0,29146,Ajay Patel,Bhopal,Madhya Pradesh,Freelancer,913523,474,2026,5,24,6,0,0.0021481865829469176,7.582443129617867,1674.0291428571427,1660.2698313353844,234364.08,140,913523,2,0.014184397163120567,4,2,4,1,0.035523307,0,Low,False
2918986,20957,2019-11-19,Salary Credit,6014.23,0,29921,Elizabeth Singh,Delhi,Delhi,Freelancer,2349483,849,2019,11,19,1,0,0.002559808877183245,8.702049865416722,1928.6677027027029,2015.1317723496413,142721.41,74,2349483,0,0.0,10,5,0,1,0.00015435764,0,Low,False
2959855,6256,2023-01-15,Rent,135.99,0,57381,Michael Kumar,Pune,Maharashtra,Business Owner,2978006,630,2023,1,15,6,0,4.5664768417266986e-05,4.919907930463299,1819.0897887323943,1697.6726162044888,258310.75,142,2978006,4,0.027972027972027972,9,14,5,0,0.0027898825,0,Low,False
2184832,6905,2019-04-04,ATM Withdrawal,349.43,0,10734,Thomas Brown,Kolkata,West Bengal,Self Employed,452103,426,2019,4,4,3,0,0.0007728973864420576,5.859160971835714,1687.9546808510638,1541.568455046705,317335.48,188,452103,0,0.0,0,10,11,5,0.00011008002,0,Low,False
2335618,27231,2021-02-05,Dining,4411.96,0,37419,Robert Williams,Kochi,Kerala,Salaried - Government,1622736,578,2021,2,5,4,0,0.0027188386041607482,8.392300945099757,1957.0428301886793,1646.4322738709172,103723.27,53,1622736,2,0.037037037037037035,1,9,3,3,0.91113573,1,High,False
